headline,section,locations,word_count,snippet,source,subjects,url,desk,date,type,id,abstract
Italy Manufacturing Activity Grows for 11th Straight Month in May-PMI,Business Day,[],202,"Italian manufacturing activity expanded for the 11th month running in May, a survey showed on Monday, keeping up expectations that the economy will return to growth in the second quarter.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-pmi-manufacturing-italy.html,,2014-06-02,News,538c3a3138f0d806146f78c6,
UK Manufacturing Keeps Up Strong Growth Rate in May-PMI,Business Day,[],274,"British manufacturing activity kept expanding at a rapid pace in May, a survey showed on Monday, suggesting the economic recovery has lost little of its shine this quarter.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-pmi-manufacturing-britain.html,,2014-06-02,News,538c38c438f0d806146f78be,
French Manufacturing Activity Shrinks Again in May-PMI,Business Day,[],181,"French manufacturing shrank in May after recording the first two months of growth since mid-2011 in March and April, a survey showed on Monday, as the sector struggled to get back on its feet.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-pmi-manufacturing-france.html,,2014-06-02,News,538c3a3238f0d806146f78c8,
German Manufacturing Sector Expands at Weakest Rate in Seven Months in May-PMI,Business Day,[],228,"Germany's manufacturing sector expanded at its slowest pace in seven months in May, a survey showed on Monday, in a further sign that growth in Europe's largest economy is likely to slow down in the second quarter.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-pmi-manufacturing-germany.html,,2014-06-02,News,538c3a3338f0d806146f78ca,
Spanish Factory Activity Grows at Fastest Rate in Four Years in May-PMI,Business Day,[],198,"Spain's manufacturing sector expanded at the fastest rate since April 2010 last month, a survey showed on Monday, as the economy pulls steadily out of a prolonged recession.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-pmi-manufacturing-spain.html,,2014-06-02,News,538c3a3238f0d806146f78c9,
Thai Army Rulers Prepare Emergency Economic Measures,Business Day,[],725,The military junta running Thailand has drawn up a list of emergency measures such as price caps on fuel and loan guarantees for small firms to kick-start an economy threatened by recession after months of political turmoil.,Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-thailand-politics.html,,2014-06-02,News,538c413438f0d806146f78db,
South African Court Deals Blow to Striking Platinum Union,World,[],350,"A South African labor court threw out an urgent application on Monday by the AMCU union to stop platinum firms communicating directly with miners, as both sides deliberated over government proposals to end a crippling five-month wage strike.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/world/europe/02reuters-safrica-strike.html,,2014-06-02,News,538c478b38f0d806146f78e7,
China Disrupts Google Services Ahead of Tiananmen Anniversary,Technology,[],429,"Google services are being disrupted in China ahead of this week's 25th anniversary of the 1989 crackdown on pro-democracy demonstrators around Beijing's Tiananmen Square, a censorship watchdog said on Monday.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/technology/02reuters-china-google.html,,2014-06-02,News,538c4de038f0d806146f78f2,
U.S. Unveils Sweeping Plan to Slash Power Plant Pollution,U.S.,[],761,The U.S. power sector must cut carbon dioxide emissions 30 percent by 2030 from 2005 levels under federal regulations unveiled on Monday that form the centerpiece of the Obama administration's climate change strategy.,Reuters,[],http://www.nytimes.com/reuters/2014/06/02/us/02reuters-usa-climatechange-epa.html,,2014-06-02,News,538c4de038f0d806146f78f3,
Slower German Inflation Seen Raising Pressure on ECB to Act,Business Day,[],383,"Annual inflation in Europe's largest economy likely slowed in May, data from German states suggested on Monday, probably pushing down the broader euro zone rate and raising pressure on the European Central Bank to act when it meets this week.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-germany-inflation.html,,2014-06-02,News,538c50af38f0d806146f78f9,
Abbas Swears in Palestinian Unity Government Shunned by Israel,World,[],781,President Mahmoud Abbas swore in a Palestinian unity government on Monday in a reconciliation deal with Hamas Islamists that set Israel on a collision course with Washington over U.S. pledges to work with the new administration while Israel shunned...,Reuters,[],http://www.nytimes.com/reuters/2014/06/02/world/middleeast/02reuters-palestinian-unity.html,,2014-06-02,News,538c516038f0d806146f78fc,
Malawi's New President Aims to Rebuild Economy,World,[],421,Malawi President Peter Mutharika said on Monday economic stability and national unity would be the focus of his government as he became the fifth leader of the southern African state following a disputed election.,Reuters,[],http://www.nytimes.com/reuters/2014/06/02/world/africa/02reuters-malawi-election.html,,2014-06-02,News,538c59d738f0d806146f7910,
"Europe's Banks Don't Add to Economic Growth, Academics Say",Business Day,[],434,"Europe's banking sector is bloated and takes at least as much out of the economy as it adds, academic advisers to Europe's early warning financial risk body said in a report published on Monday.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-europe-banking-bloated.html,,2014-06-02,News,538c689d38f0d806146f7937,
Deal or No Deal? EU-Canada Trade Deal Falters at Final Hurdle,Business Day,[],736,"Canada and the European Union are struggling to finalize a multibillion-dollar trade pact six months after political leaders said it was sealed, an embarrassment for Brussels as it seeks a far bigger deal with the United States.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-eu-canada-trade.html,,2014-06-02,News,538c69ff38f0d806146f793b,
Exclusive: Abe's Japan Reform Plan Draft Leaves Tough Questions Unanswered,Business Day,[],983,"A draft plan to boost Japanese growth promises to overhaul corporate governance, promote technology and attract private investment, but it leaves many of the toughest questions unanswered as the country seeks to claw its way out of a crippling cycle...",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-japan-economy-growth.html,,2014-06-02,News,538c6e3538f0d806146f7948,
Gunmen Kill Nine in Northeast Nigeria Church Attack,World,[],542,"Gunmen opened fire on a church service in a remote village in northeastern Nigeria, killing nine people as worshippers fled into the bush, police and a witness said on Monday.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/world/africa/02reuters-nigeria-violence.html,,2014-06-02,News,538c732938f0d806146f7954,
U.S. Factory Data Points at Second-Quarter Growth Pick Up,Business Day,[],441,"U.S. manufacturing activity accelerated in May and construction spending rose for a third straight month in April, suggesting economic growth was regaining steam in the second quarter.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-usa-economy.html,,2014-06-02,News,538c829a38f0d806146f7983,
UK Manufacturing Sector Expansion Lends Support to Sterling,Business Day,[],467,"Sterling rose against a struggling euro and recouped losses against the dollar on Monday, with a robust pace of expansion in the UK manufacturing sector underpinning the currency.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-markets-sterling.html,,2014-06-02,News,538c94e738f0d806146f79c2,
France Wary of Politicizing U.S. Probe Into BNP Paribas,Business Day,[],652,"France is wary of speaking out about a U.S. criminal probe into BNP Paribas, putting bilateral ties ahead of a threatened $10 billion-plus fine for its biggest listed bank, lawmakers indicated on Monday.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-france-usa-bnp-paribas.html,,2014-06-02,News,538c9bf038f0d806146f79e5,
West Virginia Lawmakers Say Will Fight EPA Carbon Rule,U.S.,[],100,Two lawmakers from the coal-producing state of West Virginia said on Monday they plan legislation to stop rules to set caps on carbon emissions from U.S. power plants.,Reuters,[],http://www.nytimes.com/reuters/2014/06/02/us/politics/02reuters-usa-climatechange-legislation.html,,2014-06-02,News,538c9f7438f0d806146f79f0,
Swedish Aid to Help Western Balkans Meet EU Entry Rules,World,[],306,"Sweden will give four Western Balkan countries 400 million euros ($546 million) in aid to carry out reforms needed to qualify to join the European Union, the Swedish ambassador in Bosnia said on Monday.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/world/europe/02reuters-balkans-sweden.html,,2014-06-02,News,538ca45c38f0d8757fa21a11,
Qatar Image Would Suffer More Than Economy if World Cup Lost,Sports,[],919,"Qatar's sizzling growth would slow if it lost the right to host the 2022 World Cup soccer tournament, but the tiny country is so rich that the impact on its economy and financial markets would be much smaller than the blow to its reputation.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/sports/soccer/02reuters-soccer-fifa-qatar-economy.html,,2014-06-02,News,538cb26d38f0d8757fa21a41,
Dow Chemical Sees Competitive Disadvantage for European Rivals-Paper,Business Day,[],170,"Dow Chemical expects Europe's chemical industry to face a competitive disadvantage against U.S. rivals which pay far less for electricity and raw materials due to shale gas extraction, the group's chief executive said in an interview in German...",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-chemicals-usa-europe.html,,2014-06-02,News,538cbe6138f0d8757fa21a66,
Florida Governor Signs Record $77 Billion State Budget,U.S.,[],419,"Florida Governor Rick Scott used his veto pen sparingly on Monday, signing a record $77 billion state budget that balanced spending on programs favored by his Republican supporters in the state legislature against the concerns of fiscally...",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/us/politics/02reuters-usa-florida-budget.html,,2014-06-02,News,538cee2d38f0d8757fa21b03,
China Official Services PMI Hits Six-Month High as Orders Rebound,Business Day,[],312,"China's services sector grew at its fastest pace in six months in May as new orders rebounded, an official survey showed, reinforcing hopes that the Chinese economy may be steadying after a tumultuous few months.",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-china-economy-pmi.html,,2014-06-02,News,538d245038f0d8757fa21b94,
"China HSBC PMI at Four-Month High on Stronger Global Demand, Still Contracts",Business Day,[],475,"China's factory sector turned in its best performance in four months in May as export orders improved although activity still contracted, a private survey showed on Tuesday, adding to signs",Reuters,[],http://www.nytimes.com/reuters/2014/06/02/business/02reuters-china-economy-pmi-hsbc.html,,2014-06-02,News,538d2d7738f0d8757fa21ba8,
"Indian Minister Killed in Road Collision, Blow for Modi",World,[],764,"India's minister for rural development died on Tuesday after a road collision in New Delhi, depriving Prime Minister Narendra Modi of a key ally eight days after coming to office with a mandate to revitalise a stalled economy.",Reuters,[],http://www.nytimes.com/reuters/2014/06/03/world/asia/03reuters-india-minister.html,,2014-06-03,News,538d4bb038f0d8757fa21beb,
"Japan Takes Historic Step From Post-War Pacifism, OKs Fighting for Allies",World,[],1076,"Japan took a historic step away from its post-war pacifism on Tuesday by ending a ban that has kept the military from fighting abroad since 1945, a victory for Prime Minister Shinzo Abe but a move that has riled China and worries many Japanese...",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/world/asia/01reuters-japan-defense.html,,2014-07-01,News,53b2393f38f0d835aaa9b782,
"Japan Firms See Bigger Spending, Outlook Mixed-BOJ Tankan",Business Day,[],701,"Major Japanese companies plan to increase spending more than expected this year, Bank of Japan's ""tankan"" survey showed, adding to signs the country's economic recovery will get back on track after an expected slip in the second quarter.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-japan-economy.html,,2014-07-01,News,53b239f838f0d835aaa9b783,
"Manufacturing Expands in U.S., Asia; Euro Zone Still Lags",Business Day,[],835,Manufacturing activity in the United States and in Asia's industrial powerhouses China and Japan expanded further in June but euro zone growth faltered as main motor Germany slowed.,Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-global-economy.html,,2014-07-01,News,53b2453338f0d835aaa9b794,
U.S. Imposes Record Fine on BNP in Sanctions Warning to Banks,Business Day,[],1388,"French bank BNP Paribas BNPP.PA has pleaded guilty to two criminal charges and agreed to pay almost $9 billion to resolve accusations it violated U.S. sanctions against Sudan, Cuba and Iran, a severe punishment aimed at sending a clear message to...",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-bnp-paribas-settlement.html,,2014-07-01,News,53b2556238f0d835aaa9b7a5,
China's Xi Heads to Seoul With North Korea on His Mind,World,[],889,"The president of China, North Korea's only major ally, visits South Korea this week where the leaders of the two countries are expected to call on Pyongyang to end its pursuit of nuclear weapons, although Beijing will make sure it is not seen as...",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/world/asia/01reuters-southkorea-china.html,,2014-07-01,News,53b2664138f0d835aaa9b7c9,
Nigeria Arrests Businessman in Connection With Girls' Abductions,World,[],299,"Nigerian troops have arrested a businessman suspected of being at the head of a Boko Haram intelligence network that helped plan the abduction of more than 200 school girls in the northeast, the military said on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/world/africa/01reuters-nigeria-violence-arrest.html,,2014-07-01,News,53b2685c38f0d835aaa9b7d0,
French Manufacturing Shrinks in June at Fastest Rate in Six Months: PMI,Business Day,[],227,"French manufacturing activity shrank at the fastest rate in six months in June as firms cut production for the first time in five months and new orders dropped at the quickest rate this year, a survey showed on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-pmi-manufacturing-france.html,,2014-07-01,News,53b26a7738f0d835aaa9b7d1,
"Euro Zone Manufacturing Growth Eases in June, France Slowdown Weighs: PMI",Business Day,[],410,"Euro zone manufacturing growth eased slightly more than previously thought last month and factories fulfilled existing orders to keep busy, a business survey showed on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-pmi-manufacturing-eurozone.html,,2014-07-01,News,53b26bdf38f0d835aaa9b7d3,
German Manufacturing Grows in June at Weakest Rate in Eight Months: PMI,Business Day,[],180,"German manufacturing grew at the slowest rate in eight months in June, a survey showed on Tuesday, adding to signs that the expansion in Europe's largest economy lost momentum in the second quarter.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-pmi-manufacturing-germany.html,,2014-07-01,News,53b26c9238f0d835aaa9b7d4,
"Bomb Kills 20 in Nigeria Market, Girls' Abduction Suspect Held",World,[],705,"A bomb in a van carrying charcoal exploded in a busy market in northeast Nigeria on Tuesday, killing at least 20 people in the latest suspected attack by Islamist militants, witnesses said.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/world/africa/01reuters-nigeria-violence.html,,2014-07-01,News,53b273ad38f0d835aaa9b7e4,
Roaring Manufacturing Points to Broadening Recovery,Business Day,[],493,"British manufacturing activity expanded at its fastest rate in seven months in June, the latest sign that the consumer-led recovery is broadening out and becoming more balanced.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-pmi-manufacturing-britain.html,,2014-07-01,News,53b2750438f0d835aaa9b7e7,
Miners Boost FTSE to Biggest Daily Gain in Two Months,Business Day,[],420,"Britain's top share index made a strong start to the second half of the year, recording its biggest daily gain in two months as mining stocks rallied, boosted by robust data from China, the world's biggest metals consumer.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-markets-britain-stocks.html,,2014-07-01,News,53b2767038f0d835aaa9b7eb,
"Euro Zone Unemployment Stable, Recovery Creates Few Jobs",Business Day,[],447,"Euro zone unemployment was stable for the second consecutive month in May at 11.6 percent, official data showed on Tuesday, underlining that the recovery in the bloc is far from strong enough to spur solid job creation in all countries.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-eurozone-economy-unemployment.html,,2014-07-01,News,53b279fb38f0d835aaa9b7f7,
"Obama Says to Reform Immigration on His Own, Bypassing Congress",U.S.,[],708,President Barack Obama said on Monday he would take executive action to revamp the U.S. immigration system and move additional resources to protect the border after hopes of passing broad reform legislation in Congress officially died.,Reuters,[],http://www.nytimes.com/reuters/2014/07/01/us/01reuters-usa-immigration.html,,2014-07-01,News,53b2804738f0d835aaa9b801,
"Central European Factory Activity Slows, Poland Nears Stagnation",Business Day,[],667,"Factory activity slowed across central and eastern Europe in June, with Poland nearly in stagnation and the pace in the Czech Republic declining, although the latter is still growing and is  cushioned by the country's ultra-loose monetary stance.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-centraleurope-pmi.html,,2014-07-01,News,53b2826238f0d835aaa9b804,
Bulgaria Bank Runs Don't Signal Wider Problem-IMF Official,Business Day,[],435,"The Bulgarian banking system is basically sound despite a run on two banks, an official from the International Monetary Fund and the head of Austria's central bank said on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-bulgaria-crisis-imf.html,,2014-07-01,News,53b2912438f0d835aaa9b822,
Berlin Won't Flinch From Russia Sanctions if Needed: Schaeuble,Business Day,[],105,"German Finance Minister Wolfgang Schaeuble said on Tuesday his country would not hesitate to back economic sanctions against Russia, despite the impact on the German economy, if it continues to break international law in Ukraine.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-ukraine-crisis-schaeuble.html,,2014-07-01,News,53b294ab38f0d835aaa9b828,
"Top Philippine Court Deals Blow to President, Throws Out Fund",World,[],470,"The Philippine Supreme Court threw out as unconstitutional a fund overseen by President Benigno Aquino to stimulate the economy, dealing a setback to his bid to portray himself as a champion of the fight against corruption.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/world/asia/01reuters-philippines-corruption.html,,2014-07-01,News,53b29a4738f0d835aaa9b839,
"Dow, S&P End at Records in Fireworks Before the Fourth",Business Day,[],475,The Dow and the S&amp;P 500 closed at record highs on Tuesday as manufacturing activity picked up in the United States and Asia and increased optimism about the global economy's health.,Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-markets-stocks.html,,2014-07-01,News,53b29f3338f0d835aaa9b845,
ECB's Draghi Faces Questions Over Guidance on Rates,Business Day,[],610,European Central Bank President Mario Draghi faces a grilling after Thursday's policy meeting over forward guidance on interest rates after he hinted at a stronger message last week without being specific.,Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-ecb-policy.html,,2014-07-01,News,53b2a6f238f0d835aaa9b865,
Argan adds lustre to Moroccan economy,Multimedia/Photos,[],41,"Soaring demand from the West for argan oil is transforming the lives of women in rural Morocco, creating dozens of cooperatives across the south west of the country.  Hayley Platt reports on the impact their success is having on their lives.",Reuters,[],http://www.nytimes.com/video/multimedia/100000002974886/argan-adds-lustre-to-moroccan-economy.html,Multimedia/Photos,2014-07-01,Video,53b2a83638f0d835aaa9b867,
"U.S. Factory, Auto Sales Data Bolster Growth Outlook",Business Day,[],520,"U.S. manufacturing activity rose at a steady clip in June and automobile sales raced to their highest level in almost eight years, pointing to momentum in the economy after a turbulent start to the year.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-usa-economy.html,,2014-07-01,News,53b2c04638f0d835aaa9b8b0,
"Swedish Centre-Left, Leading in Polls, Proposes Taxing Banks More",Business Day,[],389,"Sweden's opposition Social Democrats, front-runners to lead the next government after an election in September, said on Tuesday they wanted to raise taxes on banks in order to pay for child care reforms.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/business/01reuters-sweden-soc-dems.html,,2014-07-01,News,53b2dbaf38f0d841fe32d6b8,
Cyber-Spying Concerns Won't Overshadow U.S.-China Talks: Lew,U.S.,[],659,"U.S. concerns over China's cyber spying on American companies will not impede progress on other fronts when top officials from Washington and Beijing meet next week, U.S. Treasury Secretary Jack Lew said on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/us/politics/01reuters-usa-china.html,,2014-07-01,News,53b2e2b338f0d841fe32d6d7,
Metalworkers deal new blow to SA economy,Multimedia/Photos,[],39,"Hard on the heels of a crippling platinum stoppage that ended last week, more than 200,000 engineering workers down tools over wage demands.  Hayley Platt looks at what, potentially, could be another major blow to South Africa's contracting economy.",Reuters,[],http://www.nytimes.com/video/multimedia/100000002975366/metalworkers-deal-new-blow-to-sa-economy.html,Multimedia/Photos,2014-07-01,Video,53b2e52138f0d841fe32d6e4,
Brazilian Tourists Leapfrog Britons Visiting Florida,World,[],401,"Forget those stay-at-home, World Cup soccer-obsessed Brazilians.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/world/americas/01reuters-usa-florida-tourism.html,,2014-07-01,News,53b30ce938f0d841fe32d770,
Obama Administration Warns States That Road Funds Near Gone,U.S.,[],501,"The Obama administration warned states on Tuesday that federal highway funds will be largely depleted in August, limiting the money states can expect to pay for road and bridge projects this summer.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/us/politics/01reuters-usa-transportation-spending.html,,2014-07-01,News,53b3182838f0d841fe32d799,
Labor Talks for U.S. West Coast Ports to Continue Despite End of Deal,U.S.,[],234,"Labor negotiations between operators of West Coast port terminals and the union representing nearly 20,000 dock workers will continue, even though a six-year labor agreement expired on Tuesday, both sides said.",Reuters,[],http://www.nytimes.com/reuters/2014/07/01/us/01reuters-usa-ports-labor.html,,2014-07-01,News,53b37a9438f0d841fe32d8bc,
"Asian Stocks Inch Down, U.S. Jobs Data Enthrall",Business Day,[],480,"Asian stocks inched down from a three-year high in range-bound trading on Thursday, with investors waiting for the U.S. nonfarm payrolls report to see if the economy is gaining momentum.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-markets-global.html,,2014-07-02,News,53b38d9838f0d841fe32d8d8,
"London House Prices Soar 26 Percent in a Year, Fastest Pace Since 1987",Business Day,[],889,London house prices soared 26 percent over the past year in the biggest annual jump since 1987 as the economic recovery and record-low interest rates stoked a boom in one of the world's most expensive property markets.,Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-britain-housing-nationwide.html,,2014-07-02,News,53b3a35a38f0d841fe32d8f6,
South Africa's Striking NUMSA Union Says to Resume Wage Talks,World,[],228,"The head of South Africa's striking NUMSA union said on Wednesday wage talks with an employers group will resume on Thursday night after more than 200,000 workers in the engineering and metals industry downed tools on Tuesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/world/africa/02reuters-safrica-strike.html,,2014-07-02,News,53b3b7c138f0d841fe32d919,
Japan Lifts Some North Korea Sanctions Amid Report of Surviving Abductees,World,[],845,"Japan decided on Thursday to ease some sanctions on North Korea in return for its reopening of a probe into the fate of Japanese citizens abducted by the reclusive state decades ago, as a fresh report emerged that some of them were alive.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/world/asia/02reuters-japan-northkorea.html,,2014-07-02,News,53b3c24d38f0d841fe32d924,
"FTSE Hits One-Week High, Cyclical Shares in Demand",Business Day,[],449,"Britain's top share index hit a one-week high on Wednesday, with upbeat economic data from the United States and China improving investor sentiment and boosting cyclical sectors like banks, miners and automakers.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-markets-britain-stocks.html,,2014-07-02,News,53b3c68738f0d841fe32d92d,
"UK Investor Group Launches, Names Ex-Fidelity CIO as Chairman",Business Day,[],204,New UK shareholder governance group 'The Investor Forum' was officially launched on Wednesday with the appointment of ex-Fidelity chief investment officer Simon Fraser as Chairman.,Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-investor-forum-hires.html,,2014-07-02,News,53b3ca0838f0d841fe32d933,
Berlin Talks Bring Russia and Ukraine Closer to Resuming Ceasefire,World,[],667,"The foreign ministers of Russia and Ukraine agreed in Berlin on Wednesday to hold three-way talks involving pro-Moscow rebels by Saturday to pave the way for a new ceasefire, despite continued fighting that Kiev says has now killed 200 of its troops.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/world/europe/02reuters-ukraine-crisis.html,,2014-07-02,News,53b3d1c438f0d841fe32d940,
China Wants to Lower Lending Costs for Firms-Radio,Business Day,[],48,"China's government will aim to lower funding costs for small- and medium-sized companies by directing more credit towards the real economy and away from speculative activity, state radio quoted the cabinet as saying after a weekly meeting.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-china-economy-funding.html,,2014-07-02,News,53b3e6e138f0d841fe32d968,
Wall Steet Ends Flat Ahead of Payrolls; S&P at Record,Business Day,[],485,U.S. stocks ended one of their flattest sessions in years on Wednesday as a positive read on private sector employment wasn't enough to interest buyers ahead of the highly anticipated June payrolls report.,Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-markets-usa-stocks.html,,2014-07-02,News,53b3f43a38f0d841fe32d994,
U.S. Poll: More Voters See Obama as Worst President in Modern Times,U.S.,[],252,"Two years into President Barack Obama's second term, more voters say they are dissatisfied with his administration's handling of everything from the economy to foreign policy, giving him the worst marks of any modern U.S. president, a poll on...",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/us/politics/02reuters-usa-obama-poll.html,,2014-07-02,News,53b3fa8d38f0d841fe32d9a1,
Germany Will Study Security Aspects of Proposed Defence Merger,Business Day,[],685,"A proposed Franco-German defence merger to create Europe's biggest maker of tanks and other ground armaments would be scrutinised to see if it threatens Germany's security interests, the German economy ministry said.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-germany-france-defence.html,,2014-07-02,News,53b3fe1338f0d841fe32d9aa,
Nuclear Export Group Divided Over Ties With India-Diplomats,World,[],549,"An influential global body that controls atomic exports is divided over establishing closer ties with India, meaning the nuclear-armed Asian power may have to wait a while longer before joining.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/world/americas/02reuters-nuclear-trade-india.html,,2014-07-02,News,53b403b438f0d841fe32d9b8,
U.S. Wage Growth Seen Modest Into 2016: Moody's Analytics,Business Day,[],173,"U.S. wage growth will likely remain modest into 2016 even as employers ramped up their hiring in recent months, Moody's Analytics' chief economist Mark Zandi said Wednesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-usa-economy-employment-wages.html,,2014-07-02,News,53b4089d38f0d841fe32d9c4,
U.S. Private Job Gains in June Largest in 1-1/2 Years,Business Day,[],633,"U.S. private-sector hiring hit a 1-1/2-year high in June, reinforcing views that momentum was building to carry the economy through the rest of the year after a dismal start.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-usa-economy.html,,2014-07-02,News,53b4089c38f0d841fe32d9c3,
Cyprus Growth Outlook Tempered by Nonperforming Loans-IMF,World,[],321,"Bailed-out Cyprus is making good progress in an economic adjustment programme but its outlook is tempered by high nonperforming loans, which could crimp output, and uncertainty over Russia, a key business partner, the IMF said on Wednesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/world/europe/02reuters-cyprus-imf.html,,2014-07-02,News,53b4127438f0d841fe32d9ea,
Argentina Wants Bond Payment Unfrozen if Debt Talks to Go On,Business Day,[],508,"Argentina will press a U.S. judge to unfreeze a payment to holders of the country's restructured debt as a condition for negotiating with a group of New York hedge funds suing for full repayment, a government official said on Wednesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-argentina-debt.html,,2014-07-02,News,53b4176138f0d841fe32d9f9,
Will Sarkozy probe hurt France?,Multimedia/Photos,[],45,"Another political scandal in France - this time involving the man many saw as the one person who can bring stability back to a weak economy.  As Joanna Partridge reports, former French President Nicolas Sarkozy denies any wrong-doing in relation to...",Reuters,[],http://www.nytimes.com/video/multimedia/100000002977425/will-sarkozy-probe-hurt-france.html,Multimedia/Photos,2014-07-02,Video,53b4289138f0d841fe32da30,
Will other nations follow German lead?,Multimedia/Photos,[],29,Germany's Finance Minister presents his budget for 2015 and a financial outlook until 2018.  Joanna Partridge asks if the euro zone's top economy has got anything to worry about?,Reuters,[],http://www.nytimes.com/video/multimedia/100000002977427/will-other-nations-follow-german-lead.html,Multimedia/Photos,2014-07-02,Video,53b428e638f0d841fe32da31,
Russia Says Return to Ukraine Talks Will Be Difficult,World,[],204,"Reviving peace talks in Ukraine will be ""much more difficult"" now that Kiev has failed to extend a ceasefire in eastern Ukraine, Russian Prime Minister Dmitry Medvedev said on Wednesday.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/world/europe/02reuters-ukraine-crisis-russia-medvedev.html,,2014-07-02,News,53b42d3838f0d84e7a8ca3a4,
Bank of England's Haldane Says Rate Rises Last Defence Against Bubbles,Business Day,[],476,"Raising interest rates is the Bank of England's last line of defence against asset price bubbles, its chief economist, Andy Haldane, said on Wednesday as British house prices posted their biggest rise in nine years.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-britain-boe-haldane.html,,2014-07-02,News,53b437c438f0d84e7a8ca3cd,
BoE's Haldane Sees Little Sign of UK Wage Pressures,Business Day,[],102,"Bank of England chief economist Andy Haldane said he saw ""precious little evidence"" of the wage and inflation pressures that might push the central bank to raise interest rates.",Reuters,[],http://www.nytimes.com/reuters/2014/07/02/business/02reuters-britain-boe-haldane-rates.html,,2014-07-02,News,53b43bf038f0d84e7a8ca3e8,
